id,Country,Namespace,Reporting year,Network,Network name,Measurement station,Station EoI code,Measurement station name,Sampling point,Used for AQD,Data aggregation process,Data reporting metric,Objective type,Protection target,Air pollutant,Air pollution level,Exceedance threshold,Unit,Data coverage [%],Data verification,Type of station,Area of station,Latitude of station,Longitude of station,Zone code,Zone description,Type of zone
2014#Romania.O3.P1Y-dmaxAbove120.LTO.SPO-RO0105A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO024A,"Bacau_RNMCA",STA-RO0105A,RO0105A,"BC-2",SPO-RO0105A_00007_100,YES,1 year daymax exceed 120,Days in exceedance in a calendar year,Long term objective (LTO),Health,O3,0,0,count,92.88,Verified,Industrial,Urban,46.555931,26.927031,RO21101,Bacau,Agglomeration
2014#Romania.O3.P1Y-hrsAbove180.INT.SPO-RO0105A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO024A,"Bacau_RNMCA",STA-RO0105A,RO0105A,"BC-2",SPO-RO0105A_00007_100,YES,1 year hour exceed 180,Hours in exceedance in a calendar year,Information Threshold (INT),Health,O3,0,,count,90.95,Verified,Industrial,Urban,46.555931,26.927031,RO21101,Bacau,Agglomeration
2014#Romania.O3.P1Y-hrsAbove240.ALT.SPO-RO0105A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO024A,"Bacau_RNMCA",STA-RO0105A,RO0105A,"BC-2",SPO-RO0105A_00007_100,YES,1 year hour exceed 240,Hours in exceedance in a calendar year,Alert threshold (ALT),Health,O3,0,,count,90.95,Verified,Industrial,Urban,46.555931,26.927031,RO21101,Bacau,Agglomeration
2014#Romania.SO2.P1Y.CL.SPO-RO0107A_00001_100,Romania,RO.ANPM.AQ,2014,NET-RO025A,"Bihor_RNMCA",STA-RO0107A,RO0107A,"BH-1",SPO-RO0107A_00001_100,YES,Annual mean / 1 calendar year,Annual mean / average,Critical level (CL),Vegetation,SO2,4.01,20,ug.m-3,87.39,Verified,Background,Urban,47.068611,21.927238,RO11199,Bihor,Non-agglomeration
2014#Romania.O3.P1Y-hrsAbove240.INT.SPO-RO0107A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO025A,"Bihor_RNMCA",STA-RO0107A,RO0107A,"BH-1",SPO-RO0107A_00007_100,YES,1 year hour exceed 240,Hours in exceedance in a calendar year,Information Threshold (INT),Health,O3,0,,count,91.45,Verified,Background,Urban,47.068611,21.927238,RO11199,Bihor,Non-agglomeration
2014#Romania.O3.P1Y-hrsAbove180.ALT.SPO-RO0107A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO025A,"Bihor_RNMCA",STA-RO0107A,RO0107A,"BH-1",SPO-RO0107A_00007_100,YES,1 year hour exceed 180,Hours in exceedance in a calendar year,Alert threshold (ALT),Health,O3,0,,count,91.45,Verified,Background,Urban,47.068611,21.927238,RO11199,Bihor,Non-agglomeration
2014#Romania.PM10.P1Y.LV.SPO-RO0108A_00005_100,Romania,RO.ANPM.AQ,2014,NET-RO025A,"Bihor_RNMCA",STA-RO0108A,RO0108A,"BH-2",SPO-RO0108A_00005_100,YES,Annual mean / 1 calendar year,Annual mean / average,Limit Value (LV),Health,PM10,20.79,40,ug.m-3,86.3,Verified,Industrial,Urban,47.097504,21.901402,RO11199,Bihor,Non-agglomeration
2014#Romania.SO2.P1Y.CL.SPO-RO0111A_00001_100,Romania,RO.ANPM.AQ,2014,NET-RO026A,"Bistrita_RNMCA",STA-RO0111A,RO0111A,"BN-1",SPO-RO0111A_00001_100,NO,Annual mean / 1 calendar year,Annual mean / average,Critical level (CL),Vegetation,SO2,4.57,20,ug.m-3,91.12,Verified,Background,Urban,47.127377,24.495428,,,
2014#Romania.PM10.P1Y.MO.SPO-RO0111A_00005_100,Romania,RO.ANPM.AQ,2014,NET-RO026A,"Bistrita_RNMCA",STA-RO0111A,RO0111A,"BN-1",SPO-RO0111A_00005_100,NO,Annual mean / 1 calendar year,Annual mean / average,Monitoring objective (MO),Not applicable,PM10,17.98,,ug.m-3,81.1,Verified,Background,Urban,47.127377,24.495428,,,
2014#Romania.PM10.P1Y-P1D-per90.4.LV.SPO-RO0111A_00005_100,Romania,RO.ANPM.AQ,2014,NET-RO026A,"Bistrita_RNMCA",STA-RO0111A,RO0111A,"BN-1",SPO-RO0111A_00005_100,NO,1 year 90.4 percentile - COMPLIANCE,Days in exceedance in a calendar year,Limit Value (LV),Health,PM10,32.64,50,ug.m-3,81.1,Verified,Background,Urban,47.127377,24.495428,,,
2014#Romania.SO2.P1Y-hrsAbove350.LV.SPO-RO0112A_00001_100,Romania,RO.ANPM.AQ,2014,NET-RO027A,"Botosani_RNMCA",STA-RO0112A,RO0112A,"BT-1",SPO-RO0112A_00001_100,YES,1 year hour exceed 350,Hours in exceedance in a calendar year,Limit Value (LV),Health,SO2,0,24,count,83.2,Verified,Background,Urban,47.739891,26.658577,RO21299,Botosani,Non-agglomeration
2014#Romania.PM10.P1Y-P1D-per90.41.LV.SPO-RO0112A_00005_100,Romania,RO.ANPM.AQ,2014,NET-RO027A,"Botosani_RNMCA",STA-RO0112A,RO0112A,"BT-1",SPO-RO0112A_00005_100,YES,1 year 90.41 percentile,Days in exceedance in a calendar year,Limit Value (LV),Health,PM10,49.92,50,ug.m-3,98.36,Verified,Background,Urban,47.739891,26.658577,RO21299,Botosani,Non-agglomeration
2014#Romania.C6H6.P1Y.LV.SPO-RO0112A_00020_100,Romania,RO.ANPM.AQ,2014,NET-RO027A,"Botosani_RNMCA",STA-RO0112A,RO0112A,"BT-1",SPO-RO0112A_00020_100,YES,Annual mean / 1 calendar year,Annual mean / average,Limit Value (LV),Health,C6H6,0.27,5,ug.m-3,61.75,Verified,Background,Urban,47.739891,26.658577,RO21299,Botosani,Non-agglomeration
2014#Romania.C6H6.P1Y.MO.SPO-RO0112A_00020_100,Romania,RO.ANPM.AQ,2014,NET-RO027A,"Botosani_RNMCA",STA-RO0112A,RO0112A,"BT-1",SPO-RO0112A_00020_100,YES,Annual mean / 1 calendar year,Annual mean / average,Monitoring objective (MO),Not applicable,C6H6,0.27,,ug.m-3,61.75,Verified,Background,Urban,47.739891,26.658577,RO21299,Botosani,Non-agglomeration
2014#Romania.PM2.5.P1Y.TV.SPO-RO0112A_06001_100,Romania,RO.ANPM.AQ,2014,NET-RO027A,"Botosani_RNMCA",STA-RO0112A,RO0112A,"BT-1",SPO-RO0112A_06001_100,YES,Annual mean / 1 calendar year,Annual mean / average,Target Value (TV),Health,PM2.5,16.82,25,ug.m-3,57.26,Verified,Background,Urban,47.739891,26.658577,RO21299,Botosani,Non-agglomeration
2014#Romania.PM10.P1Y-P1D-per90.41.LV.SPO-RO0118A_00005_100,Romania,RO.ANPM.AQ,2014,NET-RO029A,"Brasov_RNMCA",STA-RO0118A,RO0118A,"BV-1",SPO-RO0118A_00005_100,YES,1 year 90.41 percentile,Days in exceedance in a calendar year,Limit Value (LV),Health,PM10,41.61,50,ug.m-3,80.55,Verified,Traffic,Urban,45.637714,25.63068,RO12201,Brasov,Agglomeration
2014#Romania.PM2.5.P1Y.LVMOT.SPO-RO0119A_06001_100,Romania,RO.ANPM.AQ,2014,NET-RO029A,"Brasov_RNMCA",STA-RO0119A,RO0119A,"BV-2",SPO-RO0119A_06001_100,YES,Annual mean / 1 calendar year,Annual mean / average,Limit value plus applicable margin of tolerance (LVMOT),Health,PM2.5,13.16,26,ug.m-3,79.45,Verified,Background,Urban,45.64975,25.603586,RO12201,Brasov,Agglomeration
2014#Romania.PM10.P1Y-P1D-per90.41.LV.SPO-RO0120A_00005_100,Romania,RO.ANPM.AQ,2014,NET-RO029A,"Brasov_RNMCA",STA-RO0120A,RO0120A,"BV-3",SPO-RO0120A_00005_100,YES,1 year 90.41 percentile,Days in exceedance in a calendar year,Limit Value (LV),Health,PM10,43.79,50,ug.m-3,90.96,Verified,Traffic,Urban,45.65937,25.616217,RO12201,Brasov,Agglomeration
2014#Romania.NOX as NO2.P1Y.CL.SPO-RO0120A_00009_100,Romania,RO.ANPM.AQ,2014,NET-RO029A,"Brasov_RNMCA",STA-RO0120A,RO0120A,"BV-3",SPO-RO0120A_00009_100,NO,Annual mean / 1 calendar year,Annual mean / average,Critical level (CL),Vegetation,NOX as NO2,74.35,30,ugNO2.m-3,67.39,Verified,Traffic,Urban,45.65937,25.616217,,,
2014#Romania.O3.P1Y-hrsAbove240.ALT.SPO-RO0121A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO029A,"Brasov_RNMCA",STA-RO0121A,RO0121A,"BV-4",SPO-RO0121A_00007_100,YES,1 year hour exceed 240,Hours in exceedance in a calendar year,Alert threshold (ALT),Health,O3,0,,count,57.79,Verified,Background,Suburban,45.718143,25.62414,RO12299,Brasov,Non-agglomeration
2014#Romania.O3.P1Y-dmaxAbove120.LTO.SPO-RO0121A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO029A,"Brasov_RNMCA",STA-RO0121A,RO0121A,"BV-4",SPO-RO0121A_00007_100,YES,1 year daymax exceed 120,Days in exceedance in a calendar year,Long term objective (LTO),Health,O3,1,0,count,57.26,Verified,Background,Suburban,45.718143,25.62414,RO12299,Brasov,Non-agglomeration
2014#Romania.CO.P1Y-8hdmxAbove10.LV.SPO-RO0122A_00010_100,Romania,RO.ANPM.AQ,2014,NET-RO029A,"Brasov_RNMCA",STA-RO0122A,RO0122A,"BV-5",SPO-RO0122A_00010_100,YES,1 year daymax exceed 10,Days in exceedance in a calendar year,Limit Value (LV),Health,CO,0,0,count,94.52,Verified,Industrial,Urban,45.651608,25.625565,RO12201,Brasov,Agglomeration
2014#Romania.SO2.P1Y.CL.SPO-RO0123A_00001_100,Romania,RO.ANPM.AQ,2014,NET-RO030A,"Buzau_RNMCA",STA-RO0123A,RO0123A,"BZ-1",SPO-RO0123A_00001_100,YES,Annual mean / 1 calendar year,Annual mean / average,Critical level (CL),Vegetation,SO2,4.13,20,ug.m-3,91.92,Verified,Background,Urban,45.153606,26.819145,RO22299,Buzau,Non-agglomeration
2014#Romania.O3.P1Y-hrsAbove180.ALT.SPO-RO0123A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO030A,"Buzau_RNMCA",STA-RO0123A,RO0123A,"BZ-1",SPO-RO0123A_00007_100,YES,1 year hour exceed 180,Hours in exceedance in a calendar year,Alert threshold (ALT),Health,O3,0,,count,62.98,Verified,Background,Urban,45.153606,26.819145,RO22299,Buzau,Non-agglomeration
2014#Romania.O3.P1Y-hrsAbove240.INT.SPO-RO0123A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO030A,"Buzau_RNMCA",STA-RO0123A,RO0123A,"BZ-1",SPO-RO0123A_00007_100,YES,1 year hour exceed 240,Hours in exceedance in a calendar year,Information Threshold (INT),Health,O3,0,,count,62.98,Verified,Background,Urban,45.153606,26.819145,RO22299,Buzau,Non-agglomeration
2014#Romania.PM10.P1Y-P1D-per90.4.LV.SPO-RO0127A_00005_100,Romania,RO.ANPM.AQ,2014,NET-RO032A,"Caras_RNMCA",STA-RO0127A,RO0127A,"CS-1",SPO-RO0127A_00005_100,NO,1 year 90.4 percentile - COMPLIANCE,Days in exceedance in a calendar year,Limit Value (LV),Health,PM10,20.71,50,ug.m-3,93.97,Verified,Industrial,Urban,45.299332,21.872139,,,
2014#Romania.NO2.P1Y-hrsAbove400.LV.SPO-RO0127A_00008_100,Romania,RO.ANPM.AQ,2014,NET-RO032A,"Caras_RNMCA",STA-RO0127A,RO0127A,"CS-1",SPO-RO0127A_00008_100,NO,1 year hour exceed 400,Hours in exceedance in a calendar year,Limit Value (LV),Health,NO2,0,18,count,84.95,Verified,Industrial,Urban,45.299332,21.872139,,,
2014#Romania.NO2.P1Y-hrsAbove400.LVmaxMOT.SPO-RO0127A_00008_100,Romania,RO.ANPM.AQ,2014,NET-RO032A,"Caras_RNMCA",STA-RO0127A,RO0127A,"CS-1",SPO-RO0127A_00008_100,NO,1 year hour exceed 400,Hours in exceedance in a calendar year,Limit value plus maximum margin of tolerance,Health,NO2,0,27,count,84.95,Verified,Industrial,Urban,45.299332,21.872139,,,
2014#Romania.NO2.P1Y.LV.SPO-RO0127A_00008_100,Romania,RO.ANPM.AQ,2014,NET-RO032A,"Caras_RNMCA",STA-RO0127A,RO0127A,"CS-1",SPO-RO0127A_00008_100,NO,Annual mean / 1 calendar year,Annual mean / average,Limit Value (LV),Health,NO2,8.86,40,ug.m-3,84.95,Verified,Industrial,Urban,45.299332,21.872139,,,
2014#Romania.NO2.P1Y.LVmaxMOT.SPO-RO0127A_00008_100,Romania,RO.ANPM.AQ,2014,NET-RO032A,"Caras_RNMCA",STA-RO0127A,RO0127A,"CS-1",SPO-RO0127A_00008_100,NO,Annual mean / 1 calendar year,Annual mean / average,Limit value plus maximum margin of tolerance,Health,NO2,8.86,60,ug.m-3,84.95,Verified,Industrial,Urban,45.299332,21.872139,,,
2014#Romania.PM10.P1Y-P1D-per90.41.LV.SPO-RO0128A_00005_100,Romania,RO.ANPM.AQ,2014,NET-RO032A,"Caras_RNMCA",STA-RO0128A,RO0128A,"CS-2",SPO-RO0128A_00005_100,YES,1 year 90.41 percentile,Days in exceedance in a calendar year,Limit Value (LV),Health,PM10,21.07,50,ug.m-3,88.49,Verified,Industrial,Urban,45.518608,22.352751,RO42299,Caras-Severin,Non-agglomeration
2014#Romania.PM10.P1Y.LV.SPO-RO0128A_00005_100,Romania,RO.ANPM.AQ,2014,NET-RO032A,"Caras_RNMCA",STA-RO0128A,RO0128A,"CS-2",SPO-RO0128A_00005_100,YES,Annual mean / 1 calendar year,Annual mean / average,Limit Value (LV),Health,PM10,11.54,40,ug.m-3,88.49,Verified,Industrial,Urban,45.518608,22.352751,RO42299,Caras-Severin,Non-agglomeration
2014#Romania.CO.P1Y-8hdmxAbove10.LV.SPO-RO0128A_00010_100,Romania,RO.ANPM.AQ,2014,NET-RO032A,"Caras_RNMCA",STA-RO0128A,RO0128A,"CS-2",SPO-RO0128A_00010_100,YES,1 year daymax exceed 10,Days in exceedance in a calendar year,Limit Value (LV),Health,CO,0,0,count,94.79,Verified,Industrial,Urban,45.518608,22.352751,RO42299,Caras-Severin,Non-agglomeration
2014#Romania.PM10.P1Y.MO.SPO-RO0131A_00005_100,Romania,RO.ANPM.AQ,2014,NET-RO033A,"Constanta_RNMCA",STA-RO0131A,RO0131A,"CT-1",SPO-RO0131A_00005_100,YES,Annual mean / 1 calendar year,Annual mean / average,Monitoring objective (MO),Not applicable,PM10,30.47,,ug.m-3,64.11,Verified,Traffic,Urban,44.177952,28.636391,RO22301,Constanta,Agglomeration
2014#Romania.SO2.P1Y.CL.SPO-RO0133A_00001_100,Romania,RO.ANPM.AQ,2014,NET-RO033A,"Constanta_RNMCA",STA-RO0133A,RO0133A,"CT-3",SPO-RO0133A_00001_100,NO,Annual mean / 1 calendar year,Annual mean / average,Critical level (CL),Vegetation,SO2,6.8,20,ug.m-3,73.96,Verified,Background,Suburban,44.312351,28.623131,,,
2014#Romania.PM10.P1Y.MO.SPO-RO0133A_00005_100,Romania,RO.ANPM.AQ,2014,NET-RO033A,"Constanta_RNMCA",STA-RO0133A,RO0133A,"CT-3",SPO-RO0133A_00005_100,NO,Annual mean / 1 calendar year,Annual mean / average,Monitoring objective (MO),Not applicable,PM10,19.19,,ug.m-3,80.82,Verified,Background,Suburban,44.312351,28.623131,,,
2014#Romania.PM10.P1Y-P1D-per90.4.LV.SPO-RO0133A_00005_100,Romania,RO.ANPM.AQ,2014,NET-RO033A,"Constanta_RNMCA",STA-RO0133A,RO0133A,"CT-3",SPO-RO0133A_00005_100,NO,1 year 90.4 percentile - COMPLIANCE,Days in exceedance in a calendar year,Limit Value (LV),Health,PM10,31.07,50,ug.m-3,80.82,Verified,Background,Suburban,44.312351,28.623131,,,
2014#Romania.O3.P1Y-dmaxAbove120.LTO.SPO-RO0133A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO033A,"Constanta_RNMCA",STA-RO0133A,RO0133A,"CT-3",SPO-RO0133A_00007_100,NO,1 year daymax exceed 120,Days in exceedance in a calendar year,Long term objective (LTO),Health,O3,0,0,count,75.07,Verified,Background,Suburban,44.312351,28.623131,,,
2014#Romania.O3.P1Y-hrsAbove180.ALT.SPO-RO0133A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO033A,"Constanta_RNMCA",STA-RO0133A,RO0133A,"CT-3",SPO-RO0133A_00007_100,NO,1 year hour exceed 180,Hours in exceedance in a calendar year,Alert threshold (ALT),Health,O3,0,,count,76.59,Verified,Background,Suburban,44.312351,28.623131,,,
2014#Romania.O3.P1Y-hrsAbove240.ALT.SPO-RO0133A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO033A,"Constanta_RNMCA",STA-RO0133A,RO0133A,"CT-3",SPO-RO0133A_00007_100,NO,1 year hour exceed 240,Hours in exceedance in a calendar year,Alert threshold (ALT),Health,O3,0,,count,76.59,Verified,Background,Suburban,44.312351,28.623131,,,
2014#Romania.SO2.P1Y-hrsAbove350.LV.SPO-RO0134A_00001_100,Romania,RO.ANPM.AQ,2014,NET-RO033A,"Constanta_RNMCA",STA-RO0134A,RO0134A,"CT-4",SPO-RO0134A_00001_100,YES,1 year hour exceed 350,Hours in exceedance in a calendar year,Limit Value (LV),Health,SO2,0,24,count,67.28,Verified,Traffic,Urban,43.815163,28.582516,RO22399,Constanta,Non-agglomeration
2014#Romania.PM10.P1Y-P1D-per90.41.LV.SPO-RO0134A_00005_100,Romania,RO.ANPM.AQ,2014,NET-RO033A,"Constanta_RNMCA",STA-RO0134A,RO0134A,"CT-4",SPO-RO0134A_00005_100,YES,1 year 90.41 percentile,Days in exceedance in a calendar year,Limit Value (LV),Health,PM10,35.79,50,ug.m-3,80.82,Verified,Traffic,Urban,43.815163,28.582516,RO22399,Constanta,Non-agglomeration
2014#Romania.NOX as NO2.P1Y.CL.SPO-RO0134A_00009_100,Romania,RO.ANPM.AQ,2014,NET-RO033A,"Constanta_RNMCA",STA-RO0134A,RO0134A,"CT-4",SPO-RO0134A_00009_100,NO,Annual mean / 1 calendar year,Annual mean / average,Critical level (CL),Vegetation,NOX as NO2,33.39,30,ugNO2.m-3,60.87,Verified,Traffic,Urban,43.815163,28.582516,,,
2014#Romania.NO2.P1Y-hrsAbove400.LV.SPO-RO0135A_00008_100,Romania,RO.ANPM.AQ,2014,NET-RO033A,"Constanta_RNMCA",STA-RO0135A,RO0135A,"CT-5",SPO-RO0135A_00008_100,NO,1 year hour exceed 400,Hours in exceedance in a calendar year,Limit Value (LV),Health,NO2,0,18,count,66.2,Verified,Industrial,Urban,44.14941,28.623802,,,
2014#Romania.NO2.P1Y-hrsAbove400.LVmaxMOT.SPO-RO0135A_00008_100,Romania,RO.ANPM.AQ,2014,NET-RO033A,"Constanta_RNMCA",STA-RO0135A,RO0135A,"CT-5",SPO-RO0135A_00008_100,NO,1 year hour exceed 400,Hours in exceedance in a calendar year,Limit value plus maximum margin of tolerance,Health,NO2,0,27,count,66.2,Verified,Industrial,Urban,44.14941,28.623802,,,
2014#Romania.NO2.P1Y.LV.SPO-RO0135A_00008_100,Romania,RO.ANPM.AQ,2014,NET-RO033A,"Constanta_RNMCA",STA-RO0135A,RO0135A,"CT-5",SPO-RO0135A_00008_100,NO,Annual mean / 1 calendar year,Annual mean / average,Limit Value (LV),Health,NO2,26.06,40,ug.m-3,66.2,Verified,Industrial,Urban,44.14941,28.623802,,,
2014#Romania.O3.P1Y-hrsAbove180.ALT.SPO-RO0137A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO033A,"Constanta_RNMCA",STA-RO0137A,RO0137A,"CT-7",SPO-RO0137A_00007_100,YES,1 year hour exceed 180,Hours in exceedance in a calendar year,Alert threshold (ALT),Health,O3,0,,count,75.65,Verified,Industrial,Urban,44.248325,28.26123,RO22399,Constanta,Non-agglomeration
2014#Romania.O3.P1Y-hrsAbove240.INT.SPO-RO0137A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO033A,"Constanta_RNMCA",STA-RO0137A,RO0137A,"CT-7",SPO-RO0137A_00007_100,YES,1 year hour exceed 240,Hours in exceedance in a calendar year,Information Threshold (INT),Health,O3,0,,count,75.65,Verified,Industrial,Urban,44.248325,28.26123,RO22399,Constanta,Non-agglomeration
2014#Romania.SO2.P1Y-hrsAbove350.LV.SPO-RO0138A_00001_100,Romania,RO.ANPM.AQ,2014,NET-RO034A,"Covasna_RNMCA",STA-RO0138A,RO0138A,"CV-1",SPO-RO0138A_00001_100,YES,1 year hour exceed 350,Hours in exceedance in a calendar year,Limit Value (LV),Health,SO2,0,24,count,74.03,Verified,Background,Rural-Regional,45.875118,25.804455,RO12399,Covasna,Non-agglomeration
2014#Romania.CO.P1Y-8hdmxAbove10.LV.SPO-RO0138A_00010_100,Romania,RO.ANPM.AQ,2014,NET-RO034A,"Covasna_RNMCA",STA-RO0138A,RO0138A,"CV-1",SPO-RO0138A_00010_100,YES,1 year daymax exceed 10,Days in exceedance in a calendar year,Limit Value (LV),Health,CO,0,0,count,71.23,Verified,Background,Rural-Regional,45.875118,25.804455,RO12399,Covasna,Non-agglomeration
2014#Romania.SO2.P1Y.CL.SPO-RO0141A_00001_100,Romania,RO.ANPM.AQ,2014,NET-RO036A,"Galati_RNMCA",STA-RO0141A,RO0141A,"GL-1",SPO-RO0141A_00001_100,YES,Annual mean / 1 calendar year,Annual mean / average,Critical level (CL),Vegetation,SO2,5.42,20,ug.m-3,66.08,Verified,Traffic,Urban,45.41881,28.01785,RO22401,Galati,Agglomeration
2014#Romania.PM10.P1Y-P1D-per90.4.LV.SPO-RO0141A_00005_100,Romania,RO.ANPM.AQ,2014,NET-RO036A,"Galati_RNMCA",STA-RO0141A,RO0141A,"GL-1",SPO-RO0141A_00005_100,NO,1 year 90.4 percentile - COMPLIANCE,Days in exceedance in a calendar year,Limit Value (LV),Health,PM10,19.6,50,ug.m-3,71.78,Verified,Traffic,Urban,45.41881,28.01785,,,
2014#Romania.PM10.P1Y.MO.SPO-RO0141A_00005_100,Romania,RO.ANPM.AQ,2014,NET-RO036A,"Galati_RNMCA",STA-RO0141A,RO0141A,"GL-1",SPO-RO0141A_00005_100,NO,Annual mean / 1 calendar year,Annual mean / average,Monitoring objective (MO),Not applicable,PM10,17.67,,ug.m-3,71.78,Verified,Traffic,Urban,45.41881,28.01785,,,
2014#Romania.PM2.5.P1Y.TV.SPO-RO0142A_06001_100,Romania,RO.ANPM.AQ,2014,NET-RO036A,"Galati_RNMCA",STA-RO0142A,RO0142A,"GL-2",SPO-RO0142A_06001_100,YES,Annual mean / 1 calendar year,Annual mean / average,Target Value (TV),Health,PM2.5,7.61,25,ug.m-3,83.56,Verified,Background,Urban,45.431538,28.054741,,,
2014#Romania.O3.P1Y-dmaxAbove120.LTO.SPO-RO0143A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO036A,"Galati_RNMCA",STA-RO0143A,RO0143A,"GL-3",SPO-RO0143A_00007_100,YES,1 year daymax exceed 120,Days in exceedance in a calendar year,Long term objective (LTO),Health,O3,0,0,count,77.53,Verified,Background,Suburban,45.47295,28.03394,RO22401,Galati,Agglomeration
2014#Romania.O3.P1Y-hrsAbove240.ALT.SPO-RO0143A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO036A,"Galati_RNMCA",STA-RO0143A,RO0143A,"GL-3",SPO-RO0143A_00007_100,YES,1 year hour exceed 240,Hours in exceedance in a calendar year,Alert threshold (ALT),Health,O3,0,,count,75.64,Verified,Background,Suburban,45.47295,28.03394,RO22401,Galati,Agglomeration
2014#Romania.CO.P1Y-8hdmxAbove10.LV.SPO-RO0144A_00010_100,Romania,RO.ANPM.AQ,2014,NET-RO036A,"Galati_RNMCA",STA-RO0144A,RO0144A,"GL-4",SPO-RO0144A_00010_100,NO,1 year daymax exceed 10,Days in exceedance in a calendar year,Limit Value (LV),Health,CO,0,0,count,67.95,Verified,Industrial,Urban,45.41119,28.00639,,,
2014#Romania.O3.P1Y-dmaxAbove120.LTO.SPO-RO0151A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO038A,"Gorj_RNMCA",STA-RO0151A,RO0151A,"GJ-2",SPO-RO0151A_00007_100,YES,1 year daymax exceed 120,Days in exceedance in a calendar year,Long term objective (LTO),Health,O3,0,0,count,79.45,Verified,Industrial,Urban,44.899094,23.171091,RO41299,Gorj,Non-agglomeration
2014#Romania.O3.P1Y-hrsAbove240.ALT.SPO-RO0151A_00007_100,Romania,RO.ANPM.AQ,2014,NET-RO038A,"Gorj_RNMCA",STA-RO0151A,RO0151A,"GJ-2",SPO-RO0151A_00007_100,YES,1 year hour exceed 240,Hours in exceedance in a calendar year,Alert threshold (ALT),Health,O3,0,,count,80.59,Verified,Industrial,Urban,44.899094,23.171091,RO41299,Gorj,Non-agglomeration
2014#Romania.NO2.P1Y-hrsAbove400.LV.SPO-RO0151A_00008_100,Romania,RO.ANPM.AQ,2014,NET-RO038A,"Gorj_RNMCA",STA-RO0151A,RO0151A,"GJ-2",SPO-RO0151A_00008_100,YES,1 year hour exceed 400,Hours in exceedance in a calendar year,Limit Value (LV),Health,NO2,0,18,count,83.09,Verified,Industrial,Urban,44.899094,23.171091,RO41299,Gorj,Non-agglomeration
2014#Romania.NO2.P1Y-hrsAbove400.LVmaxMOT.SPO-RO0151A_00008_100,Romania,RO.ANPM.AQ,2014,NET-RO038A,"Gorj_RNMCA",STA-RO0151A,RO0151A,"GJ-2",SPO-RO0151A_00008_100,YES,1 year hour exceed 400,Hours in exceedance in a calendar year,Limit value plus maximum margin of tolerance,Health,NO2,0,27,count,83.09,Verified,Industrial,Urban,44.899094,23.171091,RO41299,Gorj,Non-agglomeration
2014#Romania.SO2.P1Y.CL.SPO-RO0153A_00001_100,Romania,RO.ANPM.AQ,2014,NET-RO039A,"Harghita_RNMCA",STA-RO0153A,RO0153A,"HR-1",SPO-RO0153A_00001_100,NO,Annual mean / 1 calendar year,Annual mean / average,Critical level (CL),Vegetation,SO2,3.59,20,ug.m-3,84.09,Verified,Background,Rural-Regional,46.326618,25.811356,,,
2014#Romania.PM10.P1Y.MO.SPO-RO0153A_00005_100,Romania,RO.ANPM.AQ,2014,NET-RO039A,"Harghita_RNMCA",STA-RO0153A,RO0153A,"HR-1",SPO-RO0153A_00005_100,YES,Annual mean / 1 calendar year,Annual mean / average,Monitoring objective (MO),Not applicable,PM10,17.74,,ug.m-3,96.16,Verified,Background,Rural-Regional,46.326618,25.811356,RO12499,Harghita,Non-agglomeration
2014#Romania.SO2.P1Y-hrsAbove350.LV.SPO-RO0154A_00001_100,Romania,RO.ANPM.AQ,2014,NET-RO040A,"Hunedoara_RNMCA",STA-RO0154A,RO0154A,"HD-1",SPO-RO0154A_00001_100,YES,1 year hour exceed 350,Hours in exceedance in a calendar year,Limit Value (LV),Health,SO2,0,24,count,84.59,Verified,Industrial,Urban,45.871384,22.908752,RO42399,Hunedoara,Non-agglomeration
2014#Romania.NO2.P1Y.MO.SPO-RO0154A_00008_100,Romania,RO.ANPM.AQ,2014,NET-RO040A,"Hunedoara_RNMCA",STA-RO0154A,RO0154A,"HD-1",SPO-RO0154A_00008_100,NO,Annual mean / 1 calendar year,Annual mean / average,Monitoring objective (MO),Not applicable,NO2,9.32,,ug.m-3,78.44,Verified,Industrial,Urban,45.871384,22.908752,,,
2014#Romania.NOX as NO2.P1Y.CL.SPO-RO0154A_00009_100,Romania,RO.ANPM.AQ,2014,NET-RO040A,"Hunedoara_RNMCA",STA-RO0154A,RO0154A,"HD-1",SPO-RO0154A_00009_100,NO,Annual mean / 1 calendar year,Annual mean / average,Critical level (CL),Vegetation,NOX as NO2,14.91,30,ugNO2.m-3,78.45,Verified,Industrial,Urban,45.871384,22.908752,,,
